"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"265","QM","MedI-G",0.008,0,0,0,0,10
"266","QM","MedI-G",0.009,0,0,0,0,13
"267","QM","MedI-G",0.01,0,0,0,0,15
"268","QM","MedI-G",0.02,0,0,0,0,22
"269","QM","MedI-G",0.03,0,0,0,0,34
"270","QM","MedI-G",0.04,0,0,0,0,40
"271","QM","MedI-G",0.05,0,0,0,0,51
"272","QM","MedI-G",0.06,0,0,0,0,67
"273","QM","MedI-G",0.07,0,0,0,0,77
"274","QM","MedI-G",0.08,0,0,0,0,84
"275","QM","MedI-G",0.09,0,0,0,0,94
"276","QM","MedI-G",0.1,0,0,0,0,102
"277","QM","AI-G",1e-06,0,0,0,0,0
"278","QM","AI-G",2e-06,0,0,0,0,0
"279","QM","AI-G",3e-06,0,0,0,0,0
"280","QM","AI-G",4e-06,0,0,0,0,0
"281","QM","AI-G",5e-06,0,0,0,0,0
"282","QM","AI-G",6e-06,0,0,0,0,0
"283","QM","AI-G",7e-06,0,0,0,0,0
"284","QM","AI-G",8e-06,0,0,0,0,0
"285","QM","AI-G",9e-06,0,0,0,0,0
"286","QM","AI-G",1e-05,0,0,0,0,0
"287","QM","AI-G",2e-05,0,0,0,0,0
"288","QM","AI-G",3e-05,0,0,0,0,0
"289","QM","AI-G",4e-05,0,0,0,0,0
"290","QM","AI-G",5e-05,0,0,0,0,0
"291","QM","AI-G",6e-05,0,0,0,0,0
"292","QM","AI-G",7e-05,0,0,0,0,0
"293","QM","AI-G",8e-05,0,0,0,0,0
"294","QM","AI-G",9e-05,0,0,0,0,0
"295","QM","AI-G",1e-04,0,0,0,0,0
"296","QM","AI-G",2e-04,0,0,0,0,0
"297","QM","AI-G",3e-04,0,0,0,0,0
"298","QM","AI-G",4e-04,0,0,0,0,0
"299","QM","AI-G",5e-04,0,0,0,0,0
"300","QM","AI-G",6e-04,0,0,0,0,0
"301","QM","AI-G",7e-04,0,0,0,0,0
"302","QM","AI-G",8e-04,0,0,0,0,0
"303","QM","AI-G",9e-04,0,0,0,0,0
"304","QM","AI-G",0.001,0,0,0,0,0
"305","QM","AI-G",0.002,0,0,0,0,0
"306","QM","AI-G",0.003,0,0,0,0,0
"307","QM","AI-G",0.004,0,0,0,0,0
"308","QM","AI-G",0.005,0,0,0,0,0
"309","QM","AI-G",0.006,0,0,0,0,0
"310","QM","AI-G",0.007,0,0,0,0,0
"311","QM","AI-G",0.008,0,0,0,0,0
"312","QM","AI-G",0.009,0,0,0,0,0
"313","QM","AI-G",0.01,0,0,0,0,0
"314","QM","AI-G",0.02,0,0,0,0,0
"315","QM","AI-G",0.03,0,0,0,0,0
"316","QM","AI-G",0.04,0,0,0,0,0
"317","QM","AI-G",0.05,0,0,0,0,0
"318","QM","AI-G",0.06,0,0,0,0,0
"319","QM","AI-G",0.07,0,0,0,0,0
"320","QM","AI-G",0.08,0,0,0,0,0
"321","QM","AI-G",0.09,0,0,0,0,3079
"322","QM","AI-G",0.1,0,0,0,0,3079
"323","QM","Quantile",1e-06,0,0,0,0,12
"324","QM","Quantile",2e-06,0,0,0,0,17
"369","T","None",1e-06,0,0,0,0,0
"370","T","None",2e-06,0,0,0,0,0
"371","T","None",3e-06,0,0,0,0,0
"372","T","None",4e-06,0,0,0,0,0
"373","T","None",5e-06,0,0,0,0,0
"374","T","None",6e-06,0,0,0,0,0
"375","T","None",7e-06,0,0,0,0,0
"376","T","None",8e-06,0,0,0,0,0
"377","T","None",9e-06,0,0,0,0,0
"378","T","None",1e-05,0,0,0,0,0
"379","T","None",2e-05,0,0,0,0,0
"380","T","None",3e-05,0,0,0,0,0
"381","T","None",4e-05,0,0,0,0,0
"382","T","None",5e-05,0,0,0,0,0
"383","T","None",6e-05,0,0,0,0,0
"384","T","None",7e-05,0,0,0,0,0
"385","T","None",8e-05,0,0,0,0,0
"386","T","None",9e-05,0,0,0,0,0
"387","T","None",1e-04,0,0,0,0,0
"388","T","None",2e-04,0,0,0,0,0
"389","T","None",3e-04,0,0,0,0,0
"390","T","None",4e-04,0,0,0,0,0
"391","T","None",5e-04,0,0,0,0,0
"392","T","None",6e-04,0,0,0,0,0
"393","T","None",7e-04,0,0,0,0,0
"394","T","None",8e-04,0,0,0,0,0
"395","T","None",9e-04,0,0,0,0,0
"396","T","None",0.001,0,0,0,0,0
"397","T","None",0.002,0,0,0,0,0
"398","T","None",0.003,0,0,0,0,0
"399","T","None",0.004,0,0,0,0,0
"400","T","None",0.005,0,0,0,0,0
"401","T","None",0.006,0,0,0,0,0
"402","T","None",0.007,0,0,0,0,0
"403","T","None",0.008,0,0,0,0,0
"404","T","None",0.009,0,0,0,0,0
"405","T","None",0.01,0,0,0,0,0
"406","T","None",0.02,0,0,0,0,0
"407","T","None",0.03,0,0,0,0,0
"408","T","None",0.04,0,0,0,0,0
"409","T","None",0.05,0,0,0,0,0
"410","T","None",0.06,0,0,0,0,0
"412","T","None",0.08,0,0,0,0,2
"413","T","None",0.09,0,0,0,0,2
"414","T","None",0.1,0,0,0,0,3
"490","T","RLR-G",0.003,0,0,0,0,8
"491","T","RLR-G",0.004,0,0,0,0,8
"492","T","RLR-G",0.005,0,0,0,0,8
"507","T","VSN-G",1e-06,0,0,0,0,0
"508","T","VSN-G",2e-06,0,0,0,0,0
"509","T","VSN-G",3e-06,0,0,0,0,0
"553","T","TI-G",1e-06,0,0,0,0,0
"554","T","TI-G",2e-06,0,0,0,0,0
"555","T","TI-G",3e-06,0,0,0,0,0
"556","T","TI-G",4e-06,0,0,0,0,0
"557","T","TI-G",5e-06,0,0,0,0,0
"558","T","TI-G",6e-06,0,0,0,0,0
"559","T","TI-G",7e-06,0,0,0,0,0
"560","T","TI-G",8e-06,0,0,0,0,0
"561","T","TI-G",9e-06,0,0,0,0,0
"562","T","TI-G",1e-05,0,0,0,0,0
"573","T","TI-G",3e-04,0,0,0,0,4
"574","T","TI-G",4e-04,0,0,0,0,6
"575","T","TI-G",5e-04,0,0,0,0,8
"576","T","TI-G",6e-04,0,0,0,0,9
"577","T","TI-G",7e-04,0,0,0,0,10
"578","T","TI-G",8e-04,0,0,0,0,10
"579","T","TI-G",9e-04,0,0,0,0,12
"580","T","TI-G",0.001,0,0,0,0,12
"581","T","TI-G",0.002,0,0,0,0,17
"590","T","TI-G",0.02,0,0,0,0,148
"599","T","MedI-G",1e-06,0,0,0,0,0
"600","T","MedI-G",2e-06,0,0,0,0,0
"601","T","MedI-G",3e-06,0,0,0,0,0
"602","T","MedI-G",4e-06,0,0,0,0,0
"603","T","MedI-G",5e-06,0,0,0,0,0
"604","T","MedI-G",6e-06,0,0,0,0,0
"605","T","MedI-G",7e-06,0,0,0,0,0
"606","T","MedI-G",8e-06,0,0,0,0,0
"607","T","MedI-G",9e-06,0,0,0,0,0
"608","T","MedI-G",1e-05,0,0,0,0,0
"609","T","MedI-G",2e-05,0,0,0,0,0
"610","T","MedI-G",3e-05,0,0,0,0,0
"611","T","MedI-G",4e-05,0,0,0,0,0
"612","T","MedI-G",5e-05,0,0,0,0,0
"613","T","MedI-G",6e-05,0,0,0,0,0
"614","T","MedI-G",7e-05,0,0,0,0,0
"615","T","MedI-G",8e-05,0,0,0,0,0
"616","T","MedI-G",9e-05,0,0,0,0,0
"617","T","MedI-G",1e-04,0,0,0,0,0
"631","T","MedI-G",0.006,0,0,0,0,2
"632","T","MedI-G",0.007,0,0,0,0,2
"633","T","MedI-G",0.008,0,0,0,0,2
"634","T","MedI-G",0.009,0,0,0,0,2
"635","T","MedI-G",0.01,0,0,0,0,3
"636","T","MedI-G",0.02,0,0,0,0,4
"637","T","MedI-G",0.03,0,0,0,0,6
"638","T","MedI-G",0.04,0,0,0,0,10
"639","T","MedI-G",0.05,0,0,0,0,10
"640","T","MedI-G",0.06,0,0,0,0,19
"641","T","MedI-G",0.07,0,0,0,0,22
"642","T","MedI-G",0.08,0,0,0,0,25
"643","T","MedI-G",0.09,0,0,0,0,31
"644","T","MedI-G",0.1,0,0,0,0,51
"645","T","AI-G",1e-06,0,0,0,0,0
"646","T","AI-G",2e-06,0,0,0,0,0
"647","T","AI-G",3e-06,0,0,0,0,0
"648","T","AI-G",4e-06,0,0,0,0,0
"649","T","AI-G",5e-06,0,0,0,0,0
"650","T","AI-G",6e-06,0,0,0,0,0
"651","T","AI-G",7e-06,0,0,0,0,0
"652","T","AI-G",8e-06,0,0,0,0,0
"653","T","AI-G",9e-06,0,0,0,0,0
"654","T","AI-G",1e-05,0,0,0,0,0
"665","T","AI-G",3e-04,0,0,0,0,4
"666","T","AI-G",4e-04,0,0,0,0,6
"667","T","AI-G",5e-04,0,0,0,0,8
"668","T","AI-G",6e-04,0,0,0,0,9
"669","T","AI-G",7e-04,0,0,0,0,10
"670","T","AI-G",8e-04,0,0,0,0,10
"671","T","AI-G",9e-04,0,0,0,0,12
"672","T","AI-G",0.001,0,0,0,0,12
"673","T","AI-G",0.002,0,0,0,0,17
"682","T","AI-G",0.02,0,0,0,0,148
"713","T","Quantile",5e-04,0,0,0,0,2
"714","T","Quantile",6e-04,0,0,0,0,2
"715","T","Quantile",7e-04,0,0,0,0,2
"716","T","Quantile",8e-04,0,0,0,0,2
"717","T","Quantile",9e-04,0,0,0,0,2
"718","T","Quantile",0.001,0,0,0,0,3
